term,sense,sentence,class,confidence,pred_labels,replace_words,target_words
plunge,plunge#v#5,The professor plunged his students into the study of the Italian text,metaphor,0.7,metaphor,['chute'],['plunged']
plunge,plunge#v#6,It plunged to the bottom of the well,literal,0.9,misc,[''],['']
poison,poison#v#1,poison someone's mind,metaphor,0.8,misc,[''],['']
poison,poison#v#2,She poisoned her husband,literal,1,literal,['poison'],['poisoned']
poison,poison#v#3,Her husband poisoned her drink in order to kill her,literal,1,literal,['poison'],['poisoned']
poison,poison#v#4,This mushrooms can poison,literal,1,literal,['toxin'],['poison']
poison,poison#v#5,She poisoned her husband but he did not die,literal,1,literal,['poison'],['poisoned']
port,port#v#2,the captain ported the ship at night,literal,0.8,metaphor,['port'],['ported']
port,port#v#3,The ship finally ported,literal,1,literal,['finally'],['finally']
port,port#v#4,The big ship was slowly porting,literal,1,literal,['slowly'],['slowly']
port,port#v#5,The small canoe could be ported easily,literal,1,literal,['easily'],['easily']
port,port#v#7,We were porting all in the club after dinner,metaphor,0.5,misc,[''],['']
portray,portray#v#1,The book portrays the actor as a selfish person,literal,0.7,literal,['selfish'],['selfish']
portray,portray#v#2,"Goya wanted to portray his mistress, the Duchess of Alba",literal,0.8,metaphor,['present'],['portray']
portray,portray#v#4,The father is portrayed as a good-looking man in this painting,literal,0.8,literal,['pictured'],['portrayed']
pose,pose#v#1,This poses an interesting question,metaphor,0.6,metaphor,['concern'],['interesting']
pose,pose#v#2,We don't know the woman who posed for Leonardo so often,literal,0.9,metaphor,['love'],['know']
pose,pose#v#3,She posed as the Czar's daughter,literal,0.8,misc,[''],['']
pound,pound#v#1,the salesman pounded the door knocker,literal,0.9,metaphor,['flap'],['pounded']
pound,pound#v#5,The locks pound the water of the canal,metaphor,0.5,metaphor,['flap'],['pound']
pound,pound#v#6,The prisoners are safely pounded,metaphor,0.6,literal,['safely'],['safely']
pound,pound#v#7,pound the cows so they don't stray,literal,0.6,metaphor,['ram'],['pound']
pound,pound#v#8,pound the roots with a heavy flat stone,literal,1,literal,['mat'],['flat']
pour,pour#v#1,They poured water over the floor.,literal,0.9,metaphor,['stream'],['poured']
pour,pour#v#2,People were pouring out of the theater.,metaphor,0.7391,metaphor,['sheet'],['pouring']
pour,pour#v#4,Water poured all over the floor.,literal,1,metaphor,['stream'],['poured']
pour,pour#v#5,We poured money into the education of our children.,metaphor,1,metaphor,['stream'],['poured']
pour,pour#v#6,Put on your rain coat -- it's pouring outside!,metaphor,0.5,metaphor,['pillow'],['Put']
precede,precede#v#1,Stone tools precede bronze tools,literal,0.7,metaphor,['premise'],['precede']
precede,precede#v#2,Most English adjectives precede the noun they modify,literal,0.9,metaphor,['preamble'],['precede']
precede,precede#v#3,Bill preceded John in the long line of Susan's husbands,literal,0.8,metaphor,['premise'],['preceded']
precede,precede#v#5,She always precedes her lectures with a joke,literal,0.6,metaphor,['premise'],['precedes']
precipitate,precipitate#v#1,The crisis precipitated by Russia's revolution,metaphor,0.6,misc,[''],['']
precipitate,precipitate#v#4,Our economy precipitated into complete ruin,metaphor,0.5,metaphor,['over'],['complete']
precipitate,precipitate#v#5,The bridge broke and precipitated the train into the river below,metaphor,0.5,literal,['beneath'],['below']
predicate,predicate#v#1,The predicate `dog' is predicated of the subject `Fido' in the sentence `Fido is a dog',literal,0.8,metaphor,['predicate'],['predicated']
predicate,predicate#v#2,The speech predicated the fitness of the candidate to be President,literal,0.8,metaphor,['predicate'],['predicated']
predicate,predicate#v#3,solving the problem is predicated on understanding it well,literal,0.8,metaphor,['good'],['well']
preserve,preserve#v#1,preserve the peace in the family,metaphor,0.5,literal,['continue'],['preserve']
preserve,preserve#v#2,We preserve these archeological findings,literal,0.8,literal,['archaeological'],['archeological']
preserve,preserve#v#6,preserve the forest and the lakes,literal,0.8,metaphor,['salt'],['preserve']
prick,prick#v#1,The nurse pricked my finger to get a small blood sample,literal,1,metaphor,['bite'],['pricked']
prick,prick#v#2,The needle pricked his skin,literal,1,metaphor,['needle'],['pricked']
prick,prick#v#3,The dog pricked up his ears,literal,0.7,metaphor,['bite'],['pricked']
prick,prick#v#6,The thought of her unhappiness pricked his conscience,metaphor,0.7,metaphor,['bite'],['pricked']
process,process#v#3,The results of the elections were still being processed when he gave his acceptance speech,literal,0.9,misc,[''],['when']
process,process#v#4,He was warned that the district attorney would process him,metaphor,0.5,literal,['action'],['process']
process,process#v#5,They processed into the dining room,literal,0.8,misc,[''],['']
process,process#v#7,He was processed by the sheriff,literal,0.7,misc,[''],['']
produce,produce#v#1,The tree would not produce fruit,literal,0.9,metaphor,['leaf'],['produce']
produce,produce#v#2,We produce more cars than we can sell,literal,0.8,literal,['more'],['more']
produce,produce#v#3,This procedure produces a curious effect,literal,0.9,metaphor,['proof'],['produces']
produce,produce#v#4,The proud father produced many pictures of his baby,literal,0.7,literal,['many'],['many']
produce,produce#v#5,The Bordeaux region produces great red wines,literal,0.8,metaphor,['neat'],['great']
profess,profess#v#1,She professes organic chemistry,literal,0.8,literal,['organic'],['organic']
profess,profess#v#2,The terrorists professed allegiance to their country,literal,0.8,metaphor,['concede'],['professed']
profess,profess#v#4,The teacher professed that he was not generous when it came to giving good grades,literal,0.8,literal,['confess'],['professed']
profess,profess#v#6,she professed herself as a nun,literal,0.7,misc,[''],['']
profess,profess#v#7,He professed innocence but later admitted his guilt,literal,0.9,metaphor,['ulterior'],['later']
propagate,propagate#v#1,The genes propagate these characteristics to the offspring.,literal,0.8,literal,['diffuse'],['propagate']
propagate,propagate#v#2,Sound and light propagate in this medium.,literal,0.6,literal,['sunlight'],['light']
propagate,propagate#v#3,Sound or light can be propagated through air.,literal,0.6,literal,['diffuse'],['propagated']
propagate,propagate#v#5,This great civilization was propagated throughout the land.,literal,0.7,metaphor,['sow'],['propagated']
provide,provide#v#1,We provided the room with an electrical heater,literal,1,metaphor,['pump'],['provided']
provide,provide#v#2,The hostess provided lunch for all the guests,literal,0.9,metaphor,['uniform'],['provided']
provide,provide#v#3,The will provides that each child should receive half of the money,literal,0.8,metaphor,['fence'],['receive']
